taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	IMG Submission ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	Is Public	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status	
2955482464	Eukaryota	Draft	Isolates of two closely related phytophthora species causing either red core disease on Strawberry (P.fragariae) or Raspberry root rot (P.rubi). Genome sequencing and assembly	Phytophthora fragariae SCRP245	National Institute of Animal Biotechnology (NIAB)	2955482464	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora fragariae	261470	Ga0487892	Genome Analysis (Isolate)	Gp0548296	No	77843592	34006		
2940763566	Eukaryota	Permanent Draft	Candida albicans GC75 Genome sequencing	Candida albicans GC75	Broad Institute	2940763566	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260874	Ga0103061	Genome Analysis (Isolate)	Gp0037564	No	14696915	6439		
2942511312	Eukaryota	Permanent Draft	Gregarina niphandrodes 1	Gregarina niphandrodes 1	J. Craig Venter Institute	2942511312	Apicomplexa	Conoidasida	Eugregarinorida	Gregarinidae	Gregarina	Gregarina niphandrodes	261319	Ga0040088	Genome Analysis (Isolate)	Gp0008982	No	14009070	6606		
2954869437	Eukaryota	Permanent Draft	Trichoderma parareesei CBS 125925 genome sequencing	Trichoderma parareesei CBS 125925	Vienna University of Technology	2954869437	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma parareesei	260867	Ga0103021	Genome Analysis (Isolate)	Gp0120464	No	32070663	9041		
2942645940	Eukaryota	Permanent Draft	Deep sequencing diverse lineages of Toxoplasma gondii.	Toxoplasma gondii TgCatPRC2	J. Craig Venter Institute	2942645940	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	261332	Ga0040265	Genome Analysis (Isolate)	Gp0038890	No	64193569	10300		
2943777444	Eukaryota	Draft	Leishmania tarentolae Parrot Tar II	Leishmania tarentolae Parrot Tar II	Graduate School of Life Sciences, Tohoku University	2943777444	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania tarentolae	261485	Ga0487908	Genome Analysis (Isolate)	Gp0548089	No	35416496	8703		
2954963050	Eukaryota	Permanent Draft	Rozella allomycis CSF55 Genome sequencing	Rozella allomycis CSF55	University of Michigan	2954963050	Cryptomycota	unclassified	unclassified	unclassified	Rozella	Rozella allomycis	260954	Ga0129560	Genome Analysis (Isolate)	Gp0039056	No	11859274	6346		
2943218823	Eukaryota	Permanent Draft	Plasmopara halstedii genome	Plasmopara halstedii 1	IPF	2943218823	Oomycota	unclassified	Peronosporales	Peronosporaceae	Plasmopara	Plasmopara halstedii	261411	Ga0133689	Genome Analysis (Isolate)	Gp0149770	No	75321785	15469		
2940956540	Eukaryota	Permanent Draft	Candida albicans 19F Genome and transcriptome sequencing	Candida albicans 19F	Broad Institute	2940956540	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260898	Ga0103979	Genome Analysis (Isolate)	Gp0037475	No	14573765	6413		
2941266491	Eukaryota	Permanent Draft	sequencing of Trichophyton	Trichophyton fischeri CBS 100081	Broad Institute	2941266491	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum	260942	Ga0129491	Genome Analysis (Isolate)	Gp0037043	No	23061810	10736		
2942358586	Eukaryota	Permanent Draft	Giardia intestinalis ATCC 50581	Giardia intestinalis ATCC 50581	Karolinska Institutet	2942358586	Fornicata	unclassified	Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis	261306	Ga0039439	Genome Analysis (Isolate)	Gp0007131	No	11001532	4562		
2955120292	Eukaryota	Permanent Draft	Pythium insidiosum Pi-S	Pythium insidiosum Pi-S	King Mongkut's University of Technology Thonburi	2955120292	Oomycota	unclassified	Pythiales	Pythiaceae	Pythium	Pythium insidiosum	261398	Ga0131395	Genome Analysis (Isolate)	Gp0124614	No	53239050	14898		
2519899846	Eukaryota	Draft	rhizopus microsporus transcriptome	Rhizopus microsporus microsporus	LGC Genomics	2519899846	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	9757	Ga0012164	Genome Analysis (Isolate)	Gp0023276	No	2503206	5099		
2941195832	Eukaryota	Permanent Draft	Broad institute Candida albicans Clinical Isolates	Candida albicans P37039	Broad Institute	2941195832	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260931	Ga0129461	Genome Analysis (Isolate)	Gp0037596	No	14523568	6389		
2930273177	Eukaryota	Permanent Draft	Drechslerella stenobrocha 248 genome sequencing project	Drechslerella stenobrocha 248	Chinese Academy of Science, Institute of Microbiology	2930273177	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Drechslerella	Drechslerella stenobrocha	254707	Ga0129639	Genome Analysis (Isolate)	Gp0038708	No	21174508	5597		
2943290908	Eukaryota	Draft	Trypanosoma theileri genome sequencing	Trypanosoma theileri Edinburgh	University of Edinburgh	2943290908	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma theileri	261423	Ga0197177	Genome Analysis (Isolate)	Gp0219684	No	29822211	11312		
2942481700	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of Toxoplasma gondii ME49	Toxoplasma gondii FOU	J. Craig Venter Institute	2942481700	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	261316	Ga0040058	Genome Analysis (Isolate)	Gp0009747	No	64531179	10297		
2940687967	Eukaryota	Permanent Draft	Sporothrix brasiliensis 5110 Genome sequencing	Sporothrix brasiliensis 5110	National Laboratory for Scientific Computing (LNCC), Brazil	2940687967	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix brasiliensis	260864	Ga0101153	Genome Analysis (Isolate)	Gp0047830	No	33205847	9231		
2942662918	Eukaryota	Permanent Draft	Plasmodium vivax Brazil I genome sequencing	Plasmodium vivax Brazil I	Broad Institute	2942662918	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vivax	261334	Ga0040268	Genome Analysis (Isolate)	Gp0037738	No	28898678	6590		
2940840773	Eukaryota	Permanent Draft	Ophiostoma piceae UAMH 11346 Genome sequencing	Ophiostoma piceae UAMH 11346	University of British Columbia	2940840773	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma piceae	260883	Ga0103124	Genome Analysis (Isolate)	Gp0048401	No	32840360	8884		
2942433810	Eukaryota	Permanent Draft	Polysphondylium violaceum P6	Polysphondylium violaceum P6	Baylor College of Medicine	2942433810	Evosea	Eumycetozoa	Dictyosteliales	Dictyosteliaceae	Polysphondylium	Polysphondylium violaceum	261313	Ga0039998	Genome Analysis (Isolate)	Gp0003087	No	25723383	10680		
2940895325	Eukaryota	Permanent Draft	Aspergillus sequencing program- Ramaciotti Centre for Gene Function Analysis, Australia	Aspergillus parasiticus SU-1	J. Craig Venter Institute	2940895325	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus parasiticus	260891	Ga0103205	Genome Analysis (Isolate)	Gp0048802	No	39465951	8645		
2944037404	Eukaryota	Draft	Isolates of two closely related phytophthora species causing either red core disease on Strawberry (P.fragariae) or Raspberry root rot (P.rubi). Genome sequencing and assembly	Phytophthora rubi SCRP333	National Institute of Animal Biotechnology (NIAB)	2944037404	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora rubi	261498	Ga0487923	Genome Analysis (Isolate)	Gp0548285	No	77817047	35538		
2943006957	Eukaryota	Permanent Draft	Plasmodium falciparum MaliPS096_E11 genome sequencing project	Plasmodium falciparum MaliPS096_E11	Broad Institute	2943006957	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum	261370	Ga0129511	Genome Analysis (Isolate)	Gp0038113	No	26605174	6367		
2943589922	Eukaryota	Draft	Genome sequencing and annotation for Aphanomyces spp. Genome sequencing and assembly	Aphanomyces astaci D2	University of Exeter	2943589922	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	261467	Ga0487888	Genome Analysis (Isolate)	Gp0546918	No	53464605	14358		
2940877910	Eukaryota	Permanent Draft	Broad Cryptococcus genome sequencing	Cryptococcus gattii LA55	Broad Institute	2940877910	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus deuterogattii	260889	Ga0103198	Genome Analysis (Isolate)	Gp0038107	No	17360036	6648		
2941208616	Eukaryota	Permanent Draft	Broad institute Candida albicans Clinical Isolates	Candida albicans P75010	Broad Institute	2941208616	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260933	Ga0129463	Genome Analysis (Isolate)	Gp0037600	No	14862837	6377		
2940744469	Eukaryota	Permanent Draft	Talaromyces verruculosus TS63-9	Talaromyces verruculosus TS63-9	Penicillium verruculosum	2940744469	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces verruculosus	260872	Ga0103049	Genome Analysis (Isolate)	Gp0124670	No	37629238	11326		
2942669513	Eukaryota	Permanent Draft	Plasmodium vivax Mauritania I genome sequencing project	Plasmodium vivax Mauritania I	Broad Institute	2942669513	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vivax	261335	Ga0040269	Genome Analysis (Isolate)	Gp0037740	No	28463789	6466		
2942335950	Eukaryota	Permanent Draft	Capsaspora owczarzaki ATCC 30864	Capsaspora owczarzaki ATCC 30864	Broad Institute	2942335950	unclassified	Filasterea	unclassified	unclassified	Capsaspora	Capsaspora owczarzaki	261304	Ga0039362	Genome Analysis (Isolate)	Gp0003455	No	27967784	10263		
2940607121	Eukaryota	Permanent Draft	Colletotrichum graminicola M1.001	Colletotrichum graminicola M1.001	Broad Institute	2940607121	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola	260854	Ga0040279	Genome Analysis (Isolate)	Gp0004788	No	51644307	12401		
2940684318	Eukaryota	Permanent Draft	Pseudoloma neurophilia Genome sequencing	Pseudoloma neurophilia	University of Ottawa	2940684318	Microsporidia	unclassified	unclassified	unclassified	Pseudoloma	Pseudoloma neurophilia	260863	Ga0100866	Genome Analysis (Isolate)	Gp0048063	No	5248409	3644		
2955745467	Eukaryota	Draft	Maximum haplotig genome assemblies for umbrella project PRJEB43248	Rotaria sp. Silwood1 Rw_10x	Imperial College London	2955745467	Rotifera	Eurotatoria	unclassified	unclassified	Rotaria	Rotaria sp. Silwood1	261513	Ga0519647	Genome Analysis (Isolate)	Gp0603752	No	310426700	44769		
2940569818	Eukaryota	Permanent Draft	Fibroporia radiculosa TFFH 294 Genome Sequencing	Fibroporia radiculosa TFFH 294	U.S. Department of Agriculture, Agricultural Research Service 	2940569818	Basidiomycota	Agaricomycetes	Polyporales	Fibroporiaceae	Fibroporia	Fibroporia radiculosa	260850	Ga0039230	Genome Analysis (Isolate)	Gp0018298	No	28378039	9262		
2943565825	Eukaryota	Finished	Leishmania donovani laboratory culture	Leishmania donovani laboratory culture	McGill University	2943565825	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania donovani	261465	Ga0487885	Genome Analysis (Isolate)	Gp0546208	No	32959864	9757		
2942922979	Eukaryota	Permanent Draft	Chrysochromulina sp. CCMP291 genome and transcriptome sequencing	Chrysochromulina tobinii CCMP291	University of Washington	2942922979	Haptophyta	unclassified	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina tobinii	261357	Ga0103114	Genome Analysis (Isolate)	Gp0120460	No	59073094	16765		
2955166661	Eukaryota	Permanent Draft	Leptomonas seymouri ATCC 30220 genome and transcriptome	Leptomonas seymouri ATCC 30220	University of Ostrava	2955166661	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leptomonas	Leptomonas seymouri	261402	Ga0131581	Genome Analysis (Isolate)	Gp0124561	No	27764161	8563		
2943853245	Eukaryota	Draft	Genome sequencing and annotation for Aphanomyces spp. Genome sequencing and assembly	Aphanomyces astaci KB13	University of Exeter	2943853245	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	261492	Ga0487917	Genome Analysis (Isolate)	Gp0546911	No	104535722	16061		
2940811015	Eukaryota	Permanent Draft	Beauveria bassiana D1-5 Genome sequencing	Beauveria bassiana D1-5	Institute of Plant Protection, Jilin Academy of Agricultural Sciences	2940811015	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana	260880	Ga0103118	Genome Analysis (Isolate)	Gp0117452	No	36692259	12041		
2940919070	Eukaryota	Permanent Draft	Broad Cryptococcus genome sequencing	Cryptococcus gattii 2001/935-1	Broad Institute	2940919070	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus deuterogattii	260894	Ga0103236	Genome Analysis (Isolate)	Gp0040184	No	17566680	6647		
2940972503	Eukaryota	Permanent Draft	Candida albicans L26 Genome and transcriptome sequencing	Candida albicans L26	Broad Institute	2940972503	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260902	Ga0103985	Genome Analysis (Isolate)	Gp0037565	No	14516741	6418		
2943271240	Eukaryota	Draft	Achlya hypogyna	Achlya hypogyna ATCC 48635	University of Rhode Island	2943271240	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Achlya	Achlya hypogyna	261420	Ga0197151	Genome Analysis (Isolate)	Gp0039154	No	43398470	14406		
2940463348	Eukaryota	Permanent Draft	Strigomonas culicis Genome sequencing	Strigomonas culicis	National Laboratory for Scientific Computing (LNCC), Brazil	2940463348	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Strigomonas	Strigomonas culicis	260773	Ga0032534	Genome Analysis (Isolate)	Gp0038372	No	27283778	12131		
2941143611	Eukaryota	Permanent Draft	sequencing of Trichophyton	Trichophyton rubrum D6	Broad Institute	2941143611	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum	260924	Ga0129436	Genome Analysis (Isolate)	Gp0037858	No	23124535	10758		
2943636661	Eukaryota	Finished	Toxoplasma gondii RH-88	Toxoplasma gondii RH-88	J. Craig Venter Institute	2943636661	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	261473	Ga0487896	Genome Analysis (Isolate)	Gp0546277	No	67055676	8654		
2954878483	Eukaryota	Permanent Draft	Colletotrichum sublineola Genome sequencing	Colletotrichum sublineola	University of Salamanca	2954878483	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sublineola	260885	Ga0103171	Genome Analysis (Isolate)	Gp0094476	No	46755813	12674		
2940536227	Eukaryota	Permanent Draft	Plasmodium falciparum comparative genome sequencing project	Plasmodium falciparum RAJ116	Broad Institute	2940536227	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum	260846	Ga0039236	Genome Analysis (Isolate)	Gp0002429	No	14149312	3255		
2944146113	Eukaryota	Finished	Leishmania braziliensis MHOM/BR/75/M2904	Leishmania braziliensis MHOM/BR/75/M2904	Centro de Biologia Molecular Severo Ochoa	2944146113	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania braziliensis	261505	Ga0487931	Genome Analysis (Isolate)	Gp0547252	No	32301632	8428		
2943786152	Eukaryota	Draft	Cafeteria roenbergensis RCC970-E3	Cafeteria roenbergensis RCC970-E3	Max Planck Institute	2943786152	unclassified	Bigyra	Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis	261487	Ga0487911	Genome Analysis (Isolate)	Gp0549539	No	33988271	8015		
2941029606	Eukaryota	Permanent Draft	Fusarium fujikuroi Genome sequencing	Fusarium fujikuroi KSU 3368	University of Milan	2941029606	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium fujikuroi	260912	Ga0129203	Genome Analysis (Isolate)	Gp0144280	No	43499819	15226		
2941307068	Eukaryota	Permanent Draft	sequencing of Trichophyton	Trichophyton megninii CBS 735.88	Broad Institute	2941307068	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum	260946	Ga0129495	Genome Analysis (Isolate)	Gp0037047	No	22630119	10875		
2930264626	Eukaryota	Finished	Besnoitia besnoiti Bb-Ger1 genome sequencing	Besnoitia besnoiti Bb-Ger1	J. Craig Venter Institute	2930264626	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Besnoitia	Besnoitia besnoiti	254632	Ga0306940	Genome Analysis (Isolate)	Gp0308698	No	58845926	8550		
2943439893	Eukaryota	Draft	Trypanosoma cruzi Dm28c Pacific Biosciences genome sequencing and assembly	Trypanosoma cruzi cruzi Dm28c	Instituto Evandro Chagas	2943439893	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi	261448	Ga0212916	Genome Analysis (Isolate)	Gp0235904	No	50993492	23965		
2955175229	Eukaryota	Permanent Draft	The Plasmodiophora brassicae genome reveals insights in its life cycle and ancestry of chitin synthases	Plasmodiophora brassicae pbe31	Swedish University of Agricultural Sciences	2955175229	Endomyxa	Phytomyxea	Plasmodiophorida	Plasmodiophoridae	Plasmodiophora	Plasmodiophora brassicae	261403	Ga0131623	Genome Analysis (Isolate)	Gp0143550	No	24050826	9726		
2941234108	Eukaryota	Permanent Draft	Broad institute Candida albicans Clinical Isolates	Candida albicans P78042	Broad Institute	2941234108	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260937	Ga0129467	Genome Analysis (Isolate)	Gp0037605	No	14676842	6425		
2940962958	Eukaryota	Permanent Draft	Aspergillus fumigatus Z5 Genome sequencing	Aspergillus fumigatus Z5	Nanjing Agricultural University	2940962958	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus	260901	Ga0103983	Genome Analysis (Isolate)	Gp0095272	No	29356075	9540		
2941002766	Eukaryota	Permanent Draft	Talaromyces marneffei PM1 Hybrid Genome sequencing	Talaromyces marneffei PM1	Texas A and M University	2941002766	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces marneffei	260907	Ga0104084	Genome Analysis (Isolate)	Gp0106495	No	28337260	13747		
2943383504	Eukaryota	Draft	Comparative Genomics of Phytophthora parasitica	Phytophthora parasitica P1569	Broad Institute	2943383504	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	261441	Ga0197314	Genome Analysis (Isolate)	Gp0220094	No	55229644	28267		
2941287989	Eukaryota	Permanent Draft	sequencing of Trichophyton	Trichophyton interdigitale MR816	Broad Institute	2941287989	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton interdigitale	260944	Ga0129493	Genome Analysis (Isolate)	Gp0037045	No	22469575	8372		
2943604285	Eukaryota	Draft	Perkinsus olseni comparative genomics	Perkinsus olseni 00978-12	Department of Primary Industries, Queensland	2943604285	Perkinsozoa	unclassified	Perkinsida	Perkinsidae	Perkinsus	Perkinsus olseni	261468	Ga0487889	Genome Analysis (Isolate)	Gp0548082	No	63100281	17956		
2940991976	Eukaryota	Permanent Draft	sequencing of Trichophyton	Trichophyton rubrum MR850	Broad Institute	2940991976	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum	260906	Ga0104075	Genome Analysis (Isolate)	Gp0037863	No	23165295	10785		
2940790893	Eukaryota	Permanent Draft	Phialophora attae CBS 131958	Phialophora attae CBS 131958	CBS-KNAW Fungal Biodiversity Centre	2940790893	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora attinorum	260878	Ga0103095	Genome Analysis (Isolate)	Gp0124601	No	30363635	11848		
2942790238	Eukaryota	Permanent Draft	Spironucleus salmonicida ATCC 50377 genome and transcriptome sequencing	Spironucleus salmonicida NOR-1, ATCC 50377	Uppsala University	2942790238	Fornicata	unclassified	Diplomonadida	Hexamitidae	Spironucleus	Spironucleus salmonicida	261348	Ga0100273	Genome Analysis (Isolate)	Gp0008916	No	14545911	9066		
2942311929	Eukaryota	Permanent Draft	Polysphondylium pallidum PN500	Heterostelium album PN500	Leibniz Institute	2942311929	Evosea	Eumycetozoa	Acytosteliales	Acytosteliaceae	Heterostelium	Heterostelium album	261301	Ga0039345	Genome Analysis (Isolate)	Gp0006398	No	32970186	12621		
2943645320	Eukaryota	Draft	Naegleria lovaniensis ATCC 30569	Naegleria lovaniensis ATCC 30569	University of Berne	2943645320	Heterolobosea	unclassified	unclassified	Vahlkampfiidae	Naegleria	Naegleria lovaniensis	261475	Ga0487898	Genome Analysis (Isolate)	Gp0548920	No	30878736	14764		
2955060881	Eukaryota	Finished	Plasmodium cynomolgi	Plasmodium cynomolgi B	Osaka University	2955060881	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium cynomolgi	261376	Ga0129526	Genome Analysis (Isolate)	Gp0038497	No	26181343	5771		
2943234297	Eukaryota	Permanent Draft	Genome sequence of Phytophthora isolates from South America	Phytophthora kernoviae Chile2	University of Exeter	2943234297	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora kernoviae	261416	Ga0157755	Genome Analysis (Isolate)	Gp0189551	No	38203779	9922		
2955107952	Eukaryota	Permanent Draft	Cyclospora cayetanensis Genome sequencing	Cyclospora cayetanensis	Centers for Disease Control and Prevention (CDC), USA	2955107952	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Cyclospora	Cyclospora cayetanensis	261393	Ga0129905	Genome Analysis (Isolate)	Gp0102367	No	44034411	7454		
2943001943	Eukaryota	Permanent Draft	Plasmodium 50 Genomes	Plasmodium vinckei vinckei	Broad Institute	2943001943	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vinckei	261369	Ga0129509	Genome Analysis (Isolate)	Gp0037737	No	18221643	5009		
2943660089	Eukaryota	Draft	Genome sequencing and annotation for Aphanomyces spp. Genome sequencing and assembly	Aphanomyces astaci Si	University of Exeter	2943660089	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	261476	Ga0487899	Genome Analysis (Isolate)	Gp0546915	No	53525515	14340		
2942799309	Eukaryota	Draft	Phytophthora parasitica genome sequencing	Phytophthora parasitica CJ05E6	Broad Institute	2942799309	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	261350	Ga0100302	Genome Analysis (Isolate)	Gp0043337	No	47449104	26741		
2940710029	Eukaryota	Permanent Draft	Broad institute Candida albicans Clinical Isolates	Candida albicans P57055	Broad Institute	2940710029	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260866	Ga0103017	Genome Analysis (Isolate)	Gp0037597	No	14594318	6415		
2642422512	Eukaryota	Permanent Draft	Candida glabrata isolates from the Norwegian Mycological Reference Laboratory at Oslo University Hospital, Rikshospitalet	Nakaseomyces glabrata 2B	Genomics Core Facility (Oslo University Hospital and University of Oslo)	2642422512	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces glabratus	74206	Ga0100071	Genome Analysis (Isolate)	Gp0094984	No	12826081	5293		
2940912697	Eukaryota	Permanent Draft	Broad institute Candida albicans Clinical Isolates	Candida albicans P94015	Broad Institute	2940912697	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260893	Ga0103214	Genome Analysis (Isolate)	Gp0037638	No	14742595	6368		
2940697203	Eukaryota	Permanent Draft	Black Yeasts	Cladophialophora bantiana CBS 173.52	Broad Institute	2940697203	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora bantiana	260865	Ga0102996	Genome Analysis (Isolate)	Gp0076062	No	36722552	12821		
2940849662	Eukaryota	Permanent Draft	Trichoderma harzianum strain:T6776 Genome sequencing	Trichoderma harzianum T6776	University of Pisa	2940849662	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma harzianum	260884	Ga0103152	Genome Analysis (Isolate)	Gp0118403	No	39721542	11498		
2940495712	Eukaryota	Permanent Draft	Giardia lamblia P15	Giardia lamblia P15	Karolinska Institutet	2940495712	Fornicata	unclassified	Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis	260775	Ga0039148	Genome Analysis (Isolate)	Gp0007132	No	11522052	5159		
2942330809	Eukaryota	Permanent Draft	Plasmodium falciparum comparative genome sequencing project	Plasmodium falciparum IGH-CR14	Broad Institute	2942330809	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum	261303	Ga0039361	Genome Analysis (Isolate)	Gp0002427	No	21778807	5136		
2942636639	Eukaryota	Permanent Draft	Deep sequencing diverse lineages of Toxoplasma gondii.	Toxoplasma gondii GAB2-2007-GAL-DOM2	J. Craig Venter Institute	2942636639	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	261331	Ga0040264	Genome Analysis (Isolate)	Gp0038788	No	63552147	9296		
2941057369	Eukaryota	Permanent Draft	Broad institute Candida albicans Clinical Isolates	Candida albicans P60002	Broad Institute	2941057369	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260917	Ga0129252	Genome Analysis (Isolate)	Gp0037599	No	14791426	6361		
2944188955	Eukaryota	Draft	Isolates of two closely related phytophthora species causing either red core disease on Strawberry (P.fragariae) or Raspberry root rot (P.rubi). Genome sequencing and assembly	Phytophthora fragariae A4	National Institute of Animal Biotechnology (NIAB)	2944188955	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora fragariae	261507	Ga0487933	Genome Analysis (Isolate)	Gp0548287	No	79078972	34434		
2941154374	Eukaryota	Permanent Draft	sequencing of Trichophyton	Trichophyton rubrum H6	Broad Institute	2941154374	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton interdigitale	260925	Ga0129437	Genome Analysis (Isolate)	Gp0037859	No	21938449	8513		
2942739424	Eukaryota	Permanent Draft	Reticulomyxa filosa	Reticulomyxa filosa	Leibniz Institute for Age Research , Ludwig-Maximilians-University	2942739424	Foraminifera	unclassified	unclassified	Reticulomyxidae	Reticulomyxa	Reticulomyxa filosa	261347	Ga0100095	Genome Analysis (Isolate)	Gp0008015	No	101867045	39965		
2954969401	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of Toxoplasma gondii ME49	Toxoplasma gondii ME49	J. Craig Venter Institute	2954969401	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	261295	Ga0039309	Genome Analysis (Isolate)	Gp0003763	No	65669694	8918		
